"codigo","tipo","quantidade_teorica","participacao_percentual","quantidade_teorica_total","quantidade_teorica_acao","participacao_percentual_acao","quantidade_dias_ultima_data_referencia","data_referencia","acao"
"YDUQ3","ON ATZ NM","277677050","0.153","98933369823","277677050","0.15299999713897705","4","2025-03-23","YDUQS PART"
"B3SA3","ON NM","5392540963","3.187","98933369823","5392540963","3.187000036239624","4","2025-03-23","B3"
"ELET6","PNB N1","268875696","0.57","98933369823","2246046419","4.471000015735626","4","2025-03-23","ELETROBRAS"
"ELET3","ON N1","1977170723","3.901","98933369823","2246046419","4.471000015735626","4","2025-03-23","ELETROBRAS"
"JBSS3","ON NM","1145962972","2.256","98933369823","1145962972","2.25600004196167","4","2025-03-23","JBS"
"HAPV3","ON NM","4779395040","0.488","98933369823","4779395040","0.4880000054836273","4","2025-03-23","HAPVIDA"
"TIMS3","ON NM","807495418","0.66","98933369823","807495418","0.6600000262260437","4","2025-03-23","TIM"
"BRKM5","PNA N1","265388400","0.136","98933369823","265388400","0.13600000739097595","4","2025-03-23","BRASKEM"
"COGN3","ON NM","1872454628","0.166","98933369823","1872454628","0.16599999368190765","4","2025-03-23","COGNA ON"
"BBSE3","ON NM","637332335","1.209","98933369823","637332335","1.2089999914169312","4","2025-03-23","BBSEGURIDADE"
"PETZ3","ON NM","293689428","0.058","98933369823","293689428","0.057999998331069946","4","2025-03-23","PETZ"
"LWSA3","ON NM","389635155","0.048","98933369823","389635155","0.04800000041723251","4","2025-03-23","LWSA"
"WEGE3","ON EJ NM","1243177587","2.795","98933369823","1243177587","2.7950000762939453","4","2025-03-23","WEG"
"KLBN11","UNT N2","765785673","0.705","98933369823","765785673","0.7049999833106995","4","2025-03-23","KLABIN S%2FA"
"EGIE3","ON NM","255236938","0.469","98933369823","255236938","0.4690000116825104","4","2025-03-23","ENGIE BRASIL"
"SMTO3","ON NM","128130966","0.135","98933369823","128130966","0.13500000536441803","4","2025-03-23","SAO MARTINHO"
"MRVE3","ON NM","377241484","0.089","98933369823","377241484","0.08900000154972076","4","2025-03-23","MRV"
"VAMO3","ON NM","485166826","0.1","98933369823","485166826","0.10000000149011612","4","2025-03-23","VAMOS"
"RAIL3","ON NM","1216914397","1.018","98933369823","1216914397","1.0180000066757202","4","2025-03-23","RUMO S.A."
"CSNA3","ON","727459637","0.345","98933369823","727459637","0.3449999988079071","4","2025-03-23","SID NACIONAL"
"RECV3","ON NM","275170410","0.212","98933369823","275170410","0.21199999749660492","4","2025-03-23","PETRORECSA"
"ASAI3","ON NM","1345832968","0.48","98933369823","1345832968","0.47999998927116394","4","2025-03-23","ASSAI"
"MULT3","ON N2","314150156","0.342","98933369823","314150156","0.34200000762939453","4","2025-03-23","MULTIPLAN"
"PSSA3","ON NM","182560698","0.357","98933369823","182560698","0.3569999933242798","4","2025-03-23","PORTO SEGURO"
"BBDC4","PN N1","5129958973","3.022","98933369823","6614385930","3.815000057220459","4","2025-03-23","BRADESCO"
"BBDC3","ON N1","1484426957","0.793","98933369823","6614385930","3.815000057220459","4","2025-03-23","BRADESCO"
"AMOB3","ON NM","533959816","0.007","98933369823","533959816","0.007000000216066837","4","2025-03-23","AUTOMOB"
"VBBR3","ON EJ NM","1023538460","0.842","98933369823","1023538460","0.8420000076293945","4","2025-03-23","VIBRA"
